County,Residency,State,Term Type,,Fall 2012,Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017,Fall 2018,Fall 2019,Fall 2020,Fall 2021
Surry,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.50%,0.40%,0.40%,0.50%,0.70%,0.60%,0.50%,0.40%,0.30%
Surry,In-State,North Carolina,Fall,Student Headcount,13,15,13,14,17,23,20,16,12,9
Swain,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.40%,0.50%,0.70%,0.70%,0.70%,0.70%,0.50%,0.50%,0.50%
Swain,In-State,North Carolina,Fall,Student Headcount,2,14,17,24,23,25,23,16,14,14
Transylvania,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.30%,1.20%,1.10%,1.00%,1.00%,0.70%,0.80%,0.80%,0.80%,0.80%
Transylvania,In-State,North Carolina,Fall,Student Headcount,42,39,38,33,35,24,25,26,24,23
Tyrrell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,,,,,,,,0.00%,0.00%
Tyrrell,In-State,North Carolina,Fall,Student Headcount,1,,,,,,,,1,1
Union,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.50%,1.40%,1.50%,1.90%,2.50%,2.60%,2.80%,3.20%,3.30%,3.40%
Union,In-State,North Carolina,Fall,Student Headcount,51,47,51,66,86,90,93,101,99,95
Vance,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.10%,0.10%,,0.00%,0.10%,0.10%,0.10%,0.00%,0.00%
Vance,In-State,North Carolina,Fall,Student Headcount,6,4,4,,1,2,2,2,1,1
Wake,In-State,North Carolina,Fall,% of Total Student Headcount along County,6.10%,7.50%,8.10%,9.10%,9.20%,9.40%,9.90%,10.00%,10.20%,10.50%
Wake,In-State,North Carolina,Fall,Student Headcount,202,248,277,313,312,321,327,317,303,296
Warren,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,,,0.00%,,,0.00%,,,
Warren,In-State,North Carolina,Fall,Student Headcount,1,,,1,,,1,,,
Watauga,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.80%,0.60%,0.60%,0.50%,0.50%,0.60%,0.80%,0.90%,1.00%
Watauga,In-State,North Carolina,Fall,Student Headcount,26,27,22,19,18,18,20,24,28,27
Wayne,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.10%,0.10%,0.10%,0.10%,0.10%,0.20%,0.10%,0.30%,0.30%
Wayne,In-State,North Carolina,Fall,Student Headcount,6,2,4,4,4,5,5,4,8,8
Wilkes,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.70%,0.40%,0.20%,0.10%,0.10%,0.20%,0.30%,0.30%,0.40%
Wilkes,In-State,North Carolina,Fall,Student Headcount,23,24,13,7,3,3,8,11,9,11
Wilson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.00%,0.20%,0.30%,0.30%,0.40%,0.40%,0.30%,0.20%
Wilson,In-State,North Carolina,Fall,Student Headcount,6,6,1,6,9,9,13,13,10,5
Yadkin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.20%,0.10%,0.10%,0.20%,0.30%,0.20%,0.10%,0.00%,
Yadkin,In-State,North Carolina,Fall,Student Headcount,10,8,3,4,8,9,7,3,1,
Yancey,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.60%,0.80%,0.50%,0.70%,0.60%,0.60%,0.70%,0.80%,0.80%
Yancey,In-State,North Carolina,Fall,Student Headcount,27,19,26,18,24,21,21,21,23,22
Unknown NC,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,0.00%,0.10%,0.20%,0.10%,0.10%,0.10%
Unknown NC,In-State,North Carolina,Fall,Student Headcount,,,,,1,3,7,4,2,2
