County,Residency,State,Term Type,,Fall 2012,Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017,Fall 2018,Fall 2019,Fall 2020,Fall 2021
Gaston,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.30%,2.40%,2.40%,2.30%,2.10%,2.30%,2.50%,2.70%,2.70%,2.50%
Gaston,In-State,North Carolina,Fall,Student Headcount,366,380,387,372,358,390,429,470,492,473
Gates,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Gates,In-State,North Carolina,Fall,Student Headcount,,,2,3,4,3,2,2,1,3
Graham,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Graham,In-State,North Carolina,Fall,Student Headcount,9,6,8,14,7,6,4,4,3,5
Granville,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.30%,0.30%
Granville,In-State,North Carolina,Fall,Student Headcount,27,28,32,26,32,40,40,44,59,64
Greene,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%,0.00%
Greene,In-State,North Carolina,Fall,Student Headcount,1,2,1,1,7,7,6,12,13,9
Guilford,In-State,North Carolina,Fall,% of Total Student Headcount along County,5.60%,5.30%,5.00%,5.30%,5.20%,5.40%,5.40%,5.30%,5.30%,5.20%
Guilford,In-State,North Carolina,Fall,Student Headcount,888,856,818,859,869,917,940,928,985,981
Halifax,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.00%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Halifax,In-State,North Carolina,Fall,Student Headcount,9,6,10,10,14,10,13,14,16,14
Harnett,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.30%,0.30%,0.40%,0.50%,0.50%,0.60%,0.50%,0.50%,0.40%
Harnett,In-State,North Carolina,Fall,Student Headcount,37,42,52,63,77,94,99,91,89,84
Haywood,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.40%,0.40%,0.40%,0.30%,0.30%,0.30%,0.40%,0.40%
Haywood,In-State,North Carolina,Fall,Student Headcount,85,85,73,69,59,54,58,51,69,71
Henderson,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.50%,1.30%,1.20%,1.10%,1.00%,1.00%,1.00%,1.00%,1.10%,1.10%
Henderson,In-State,North Carolina,Fall,Student Headcount,234,207,198,183,162,165,177,174,197,204
Hertford,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Hertford,In-State,North Carolina,Fall,Student Headcount,4,3,4,4,3,3,4,4,4,4
Hoke,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.20%,0.10%,0.10%,0.10%
Hoke,In-State,North Carolina,Fall,Student Headcount,8,9,18,23,21,24,30,24,26,28
Hyde,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,,,0.00%,0.00%,0.00%,0.00%
Hyde,In-State,North Carolina,Fall,Student Headcount,2,3,1,2,,,1,2,2,2
Iredell,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.00%,3.10%,3.40%,3.30%,3.00%,3.10%,3.00%,3.10%,3.40%,3.60%
Iredell,In-State,North Carolina,Fall,Student Headcount,478,506,560,541,502,523,526,543,638,686
Jackson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.30%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.30%
Jackson,In-State,North Carolina,Fall,Student Headcount,38,39,41,34,27,33,40,38,46,48
Johnston,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.70%,0.80%,1.00%,1.10%,1.20%,1.30%,1.40%,1.50%,1.50%
Johnston,In-State,North Carolina,Fall,Student Headcount,83,111,137,163,185,212,231,249,275,294
Jones,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
Jones,In-State,North Carolina,Fall,Student Headcount,1,3,4,2,2,3,4,2,1,
Lee,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.60%,0.60%,0.60%,0.60%,0.50%,0.50%,0.40%,0.40%,0.40%
Lee,In-State,North Carolina,Fall,Student Headcount,67,97,90,102,100,88,82,69,70,73
Lenoir,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.20%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Lenoir,In-State,North Carolina,Fall,Student Headcount,9,18,28,22,16,18,16,17,20,28
Lincoln,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.10%,1.30%,1.30%,1.30%,1.20%,1.30%,1.40%,1.40%,1.50%,1.40%
Lincoln,In-State,North Carolina,Fall,Student Headcount,176,205,218,217,201,219,243,256,278,275
Macon,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.10%,0.10%,0.10%,0.10%,0.20%,0.20%,0.20%,0.20%,0.10%
Macon,In-State,North Carolina,Fall,Student Headcount,32,23,24,18,20,29,31,28,28,23
Madison,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.10%,0.20%,0.10%,0.20%,0.20%,0.10%,0.10%,0.10%
Madison,In-State,North Carolina,Fall,Student Headcount,26,27,23,26,25,29,29,22,21,23
Martin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%,0.00%,0.00%,0.00%,0.00%
Martin,In-State,North Carolina,Fall,Student Headcount,4,2,4,7,9,9,7,5,6,6
Mcdowell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.50%,0.60%,0.60%,0.50%,0.60%,0.50%,0.50%,0.60%,0.50%
Mcdowell,In-State,North Carolina,Fall,Student Headcount,62,74,91,99,89,95,91,95,120,103
Mecklenburg,In-State,North Carolina,Fall,% of Total Student Headcount along County,10.30%,10.20%,10.40%,10.20%,9.80%,10.20%,10.20%,10.40%,10.80%,10.70%
Mecklenburg,In-State,North Carolina,Fall,Student Headcount,"1,633","1,647","1,701","1,659","1,627","1,750","1,782","1,843","1,995","2,033"
Mitchell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.30%,0.30%,0.20%,0.20%,0.20%,0.20%,0.20%
Mitchell,In-State,North Carolina,Fall,Student Headcount,34,37,38,41,43,39,41,36,39,39
Montgomery,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.20%,0.20%,0.20%,0.10%,0.10%,0.10%,0.10%,0.20%,0.20%
Montgomery,In-State,North Carolina,Fall,Student Headcount,18,25,25,26,24,19,17,22,30,36
Moore,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.00%,0.90%,1.00%,0.90%,0.90%,0.90%,0.90%,1.00%,1.00%,1.00%
Moore,In-State,North Carolina,Fall,Student Headcount,152,152,156,153,157,160,161,173,192,195
Nash,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.40%,0.30%
Nash,In-State,North Carolina,Fall,Student Headcount,50,54,47,51,46,44,48,50,67,60
New Hanover,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.20%,1.30%,1.30%,1.30%,1.20%,1.40%,1.50%,1.60%,1.40%,1.60%
New Hanover,In-State,North Carolina,Fall,Student Headcount,197,218,211,217,200,242,266,275,268,306
Northampton,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Northampton,In-State,North Carolina,Fall,Student Headcount,3,4,4,6,3,1,2,1,4,4
Onslow,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.50%,0.60%,0.60%,0.80%,0.80%,0.70%,0.70%,0.60%
Onslow,In-State,North Carolina,Fall,Student Headcount,85,75,84,94,92,130,131,129,130,120
Orange,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.80%,1.90%,1.80%,1.90%,1.70%,1.80%,1.70%,1.80%,1.60%,1.80%
Orange,In-State,North Carolina,Fall,Student Headcount,287,305,292,314,289,303,299,316,304,341
Pamlico,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Pamlico,In-State,North Carolina,Fall,Student Headcount,2,2,1,6,5,2,4,4,7,5
Pasquotank,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Pasquotank,In-State,North Carolina,Fall,Student Headcount,12,21,22,21,19,20,16,21,15,17
Pender,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.20%,0.30%,0.30%,0.30%,0.40%,0.40%,0.40%,0.40%
Pender,In-State,North Carolina,Fall,Student Headcount,22,22,30,50,52,58,72,79,78,80
Perquimans,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%,0.00%,0.00%
Perquimans,In-State,North Carolina,Fall,Student Headcount,2,2,4,2,4,9,12,13,9,7
Person,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Person,In-State,North Carolina,Fall,Student Headcount,27,27,26,28,31,33,43,39,40,35
Pitt,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.60%,0.60%,0.70%,0.70%,0.70%,0.70%,0.70%,0.60%
Pitt,In-State,North Carolina,Fall,Student Headcount,80,79,93,106,120,117,127,127,123,119
Polk,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.10%,0.10%,0.20%
Polk,In-State,North Carolina,Fall,Student Headcount,32,28,30,33,32,34,31,24,26,42
Randolph,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.90%,1.00%,0.90%,1.10%,1.00%,1.20%,1.20%,1.30%,1.10%,1.00%
Randolph,In-State,North Carolina,Fall,Student Headcount,141,163,155,183,164,201,216,221,203,198
Richmond,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.20%,0.10%,0.20%,0.20%,0.10%,0.20%
Richmond,In-State,North Carolina,Fall,Student Headcount,15,21,20,19,26,21,28,28,26,31
Robeson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.10%,0.10%
Robeson,In-State,North Carolina,Fall,Student Headcount,34,33,25,26,27,31,27,30,24,19
Rockingham,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.50%,0.60%,0.70%,0.60%,0.60%,0.70%,0.70%,0.60%
Rockingham,In-State,North Carolina,Fall,Student Headcount,99,91,88,106,114,106,98,115,123,117
Rowan,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.90%,1.00%,1.10%,1.20%,1.30%,1.30%,1.20%,1.20%,1.20%,1.10%
Rowan,In-State,North Carolina,Fall,Student Headcount,150,166,183,202,217,215,211,211,226,214
Rutherford,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.80%,0.80%,0.70%,0.80%,0.90%,0.90%,0.80%,0.80%,0.70%
Rutherford,In-State,North Carolina,Fall,Student Headcount,131,137,127,112,129,159,164,135,139,130
Sampson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.20%,0.10%,0.20%
Sampson,In-State,North Carolina,Fall,Student Headcount,12,11,15,15,13,19,25,32,27,33
Scotland,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Scotland,In-State,North Carolina,Fall,Student Headcount,10,19,22,24,25,19,14,9,12,17
Stanly,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.40%,0.30%,0.30%,0.30%,0.30%,0.30%,0.40%,0.50%,0.50%
Stanly,In-State,North Carolina,Fall,Student Headcount,78,65,56,46,45,49,58,77,90,97
Stokes,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.60%,0.60%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%
Stokes,In-State,North Carolina,Fall,Student Headcount,96,102,101,98,85,89,90,90,99,103
Surry,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.30%,1.10%,1.10%,1.20%,1.10%,1.10%,1.00%,1.30%,1.20%,1.30%
Surry,In-State,North Carolina,Fall,Student Headcount,208,183,184,193,180,180,178,223,231,256
Swain,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%,0.10%,0.10%
Swain,In-State,North Carolina,Fall,Student Headcount,10,24,14,13,10,14,15,8,15,18
Transylvania,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%
Transylvania,In-State,North Carolina,Fall,Student Headcount,57,53,55,49,47,50,57,57,59,56
Tyrrell,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,,,0.00%,0.00%,,
Tyrrell,In-State,North Carolina,Fall,Student Headcount,,,,,,,1,1,,
Union,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.20%,3.40%,3.60%,3.60%,3.60%,4.00%,3.90%,4.20%,4.30%,4.80%
Union,In-State,North Carolina,Fall,Student Headcount,510,555,589,589,597,683,687,736,795,921
Vance,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Vance,In-State,North Carolina,Fall,Student Headcount,13,14,15,13,13,15,15,13,16,17
Wake,In-State,North Carolina,Fall,% of Total Student Headcount along County,12.80%,13.00%,13.50%,13.70%,12.60%,13.10%,13.30%,12.90%,12.90%,13.40%
Wake,In-State,North Carolina,Fall,Student Headcount,"2,036","2,093","2,207","2,230","2,103","2,251","2,322","2,283","2,383","2,546"
Warren,In-State,North Carolina,Fall,% of Total Student Headcount along County,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Warren,In-State,North Carolina,Fall,Student Headcount,,3,3,3,3,3,4,5,4,3
Washington,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Washington,In-State,North Carolina,Fall,Student Headcount,1,1,,2,2,5,5,3,4,4
Watauga,In-State,North Carolina,Fall,% of Total Student Headcount along County,7.70%,7.10%,6.40%,6.10%,6.10%,4.90%,5.40%,5.00%,4.50%,4.00%
Watauga,In-State,North Carolina,Fall,Student Headcount,"1,227","1,154","1,045","1,001","1,012",831,942,884,826,765
Wayne,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.20%
Wayne,In-State,North Carolina,Fall,Student Headcount,36,43,47,48,53,55,56,55,55,47
Wilkes,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.00%,1.80%,1.80%,1.80%,1.70%,1.80%,1.60%,1.60%,1.60%,1.50%
Wilkes,In-State,North Carolina,Fall,Student Headcount,311,290,300,299,291,300,274,276,294,286
Wilson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.30%,0.20%,0.20%,0.20%
Wilson,In-State,North Carolina,Fall,Student Headcount,28,29,32,35,35,40,53,44,43,36
Yadkin,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.00%,0.80%,0.60%,0.70%,0.70%,0.70%,0.60%,0.50%,0.60%,0.60%
Yadkin,In-State,North Carolina,Fall,Student Headcount,153,133,103,107,111,116,110,93,107,113
Yancey,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.30%,0.20%,0.20%,0.20%,0.10%,0.20%,0.20%
Yancey,In-State,North Carolina,Fall,Student Headcount,36,36,38,45,38,34,35,22,31,46
Unknown NC,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,4.40%,1.70%,0.10%,0.20%,0.30%,0.60%
Unknown NC,In-State,North Carolina,Fall,Student Headcount,,,,,735,298,25,42,58,117
