County,Residency,State,Term Type,,Fall 2012,Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017,Fall 2018,Fall 2019,Fall 2020,Fall 2021
Watauga,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.40%,0.40%,0.40%,0.30%,0.40%,0.30%,0.30%,0.30%,0.30%
Watauga,In-State,North Carolina,Fall,Student Headcount,96,103,101,99,91,97,92,99,92,101
Wayne,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.90%,0.90%,0.80%,0.80%,0.80%,0.80%,0.80%,0.80%,0.70%,0.70%
Wayne,In-State,North Carolina,Fall,Student Headcount,262,256,219,203,216,207,221,229,208,199
Wilkes,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Wilkes,In-State,North Carolina,Fall,Student Headcount,69,55,50,50,54,60,59,52,56,54
Wilson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.70%,0.70%,0.70%,0.70%,0.60%,0.50%,0.60%,0.40%,0.50%
Wilson,In-State,North Carolina,Fall,Student Headcount,186,184,175,185,196,170,142,160,132,145
Yadkin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.10%,0.10%,0.10%,0.20%,0.20%
Yadkin,In-State,North Carolina,Fall,Student Headcount,62,56,50,50,44,38,38,34,52,54
Yancey,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.00%,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%,0.00%,0.00%
Yancey,In-State,North Carolina,Fall,Student Headcount,14,12,15,16,19,19,15,12,12,11
Unknown NC,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,1.10%,1.10%,1.00%,1.00%,1.30%,1.40%
Unknown NC,In-State,North Carolina,Fall,Student Headcount,,,,,294,299,287,304,375,425
