County,Residency,State,Term Type,,Fall 2012,Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017,Fall 2018,Fall 2019,Fall 2020,Fall 2021
Mecklenburg,In-State,North Carolina,Fall,% of Total Student Headcount along County,10.30%,10.50%,10.60%,10.70%,10.70%,10.90%,10.90%,10.90%,11.00%,10.80%
Mecklenburg,In-State,North Carolina,Fall,Student Headcount,"2,233","2,238","2,248","2,260","2,276","2,363","2,390","2,400","2,470","2,462"
Mitchell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%
Mitchell,In-State,North Carolina,Fall,Student Headcount,7,8,7,7,4,7,10,15,15,13
Montgomery,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Montgomery,In-State,North Carolina,Fall,Student Headcount,18,16,22,22,22,20,20,24,22,17
Moore,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.80%,0.80%,0.80%,0.80%,0.80%,0.80%,0.80%,0.80%,0.80%
Moore,In-State,North Carolina,Fall,Student Headcount,183,181,165,161,171,177,171,174,178,179
Nash,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.60%,0.60%,0.60%,0.50%,0.50%,0.50%,0.50%,0.50%
Nash,In-State,North Carolina,Fall,Student Headcount,141,128,136,135,122,117,107,104,104,106
New Hanover,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.00%,2.10%,2.20%,2.10%,2.20%,2.10%,2.00%,1.90%,1.90%,2.00%
New Hanover,In-State,North Carolina,Fall,Student Headcount,429,446,467,442,472,456,440,422,431,463
Northampton,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%,0.00%,0.00%
Northampton,In-State,North Carolina,Fall,Student Headcount,16,11,13,14,13,15,14,10,9,9
Onslow,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.70%,0.70%,0.70%,0.80%,0.80%,0.80%,0.70%,0.70%
Onslow,In-State,North Carolina,Fall,Student Headcount,136,135,144,146,153,167,172,173,166,149
Orange,In-State,North Carolina,Fall,% of Total Student Headcount along County,21.40%,20.50%,17.30%,16.70%,17.00%,16.60%,16.50%,16.40%,15.80%,15.50%
Orange,In-State,North Carolina,Fall,Student Headcount,"4,652","4,362","3,674","3,541","3,601","3,599","3,615","3,628","3,536","3,534"
Pamlico,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.00%,0.00%,0.00%,0.10%,0.00%,0.10%,0.00%,0.00%,0.00%
Pamlico,In-State,North Carolina,Fall,Student Headcount,13,9,9,9,11,10,11,9,7,6
Pasquotank,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Pasquotank,In-State,North Carolina,Fall,Student Headcount,48,43,38,38,30,28,24,20,20,20
Pender,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.40%,0.30%,0.40%,0.30%
Pender,In-State,North Carolina,Fall,Student Headcount,58,65,64,68,73,69,77,71,87,79
Perquimans,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%
Perquimans,In-State,North Carolina,Fall,Student Headcount,7,6,5,6,8,3,5,7,11,12
Person,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.20%,0.20%,0.20%,0.20%,0.20%,0.30%,0.30%,0.20%
Person,In-State,North Carolina,Fall,Student Headcount,56,56,53,48,47,44,46,56,57,52
Pitt,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.10%,1.10%,1.10%,1.20%,1.20%,1.10%,1.00%,1.00%,0.90%,1.00%
Pitt,In-State,North Carolina,Fall,Student Headcount,243,235,241,257,265,249,220,221,208,225
Polk,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.20%,0.10%,0.10%,0.10%,0.10%
Polk,In-State,North Carolina,Fall,Student Headcount,20,22,25,28,28,35,29,25,20,19
Randolph,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.70%,0.70%,0.70%,0.80%,0.80%,0.70%,0.70%,0.70%,0.70%
Randolph,In-State,North Carolina,Fall,Student Headcount,144,140,140,153,160,165,153,153,166,164
Richmond,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Richmond,In-State,North Carolina,Fall,Student Headcount,31,32,33,32,32,39,41,47,38,40
Robeson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.20%,0.30%,0.40%,0.30%,0.30%,0.40%,0.40%,0.40%
Robeson,In-State,North Carolina,Fall,Student Headcount,73,60,53,67,76,73,76,78,84,87
Rockingham,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.50%,0.50%,0.40%
Rockingham,In-State,North Carolina,Fall,Student Headcount,85,89,91,87,84,92,97,105,106,95
Rowan,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.70%,0.70%,0.70%,0.60%,0.60%,0.70%,0.70%,0.70%
Rowan,In-State,North Carolina,Fall,Student Headcount,134,129,144,144,142,124,139,146,166,168
Rutherford,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.20%,0.20%,0.20%,0.30%,0.30%,0.30%,0.30%,0.30%
Rutherford,In-State,North Carolina,Fall,Student Headcount,63,55,49,50,52,64,68,70,69,65
Sampson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.30%,0.30%,0.30%
Sampson,In-State,North Carolina,Fall,Student Headcount,43,37,44,48,43,51,52,56,63,64
Scotland,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Scotland,In-State,North Carolina,Fall,Student Headcount,43,41,40,33,29,21,25,23,25,31
Stanly,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.40%,0.30%,0.30%,0.30%,0.20%,0.20%,0.20%,0.20%,0.20%
Stanly,In-State,North Carolina,Fall,Student Headcount,68,76,63,55,54,49,47,44,45,47
Stokes,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.20%,0.20%,0.10%,0.10%,0.10%,0.20%,0.20%,0.20%,0.20%
Stokes,In-State,North Carolina,Fall,Student Headcount,29,33,32,27,27,31,43,44,44,48
Surry,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%
Surry,In-State,North Carolina,Fall,Student Headcount,73,66,64,76,83,84,87,82,88,90
Swain,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%
Swain,In-State,North Carolina,Fall,Student Headcount,7,8,9,9,11,8,7,7,7,5
Transylvania,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.20%,0.20%,0.10%,0.10%,0.10%,0.10%
Transylvania,In-State,North Carolina,Fall,Student Headcount,25,25,28,31,37,34,31,31,32,32
Tyrrell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Tyrrell,In-State,North Carolina,Fall,Student Headcount,3,4,2,3,4,2,2,2,1,2
Union,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.80%,2.00%,2.20%,2.40%,2.60%,2.80%,2.80%,2.80%,2.90%,3.00%
Union,In-State,North Carolina,Fall,Student Headcount,391,421,471,516,542,598,610,621,652,674
Vance,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.30%,0.30%,0.20%,0.20%,0.20%,0.20%
Vance,In-State,North Carolina,Fall,Student Headcount,43,41,46,47,54,59,52,52,46,48
Wake,In-State,North Carolina,Fall,% of Total Student Headcount along County,17.10%,17.20%,17.90%,18.10%,17.90%,17.90%,18.30%,18.50%,19.30%,19.80%
Wake,In-State,North Carolina,Fall,Student Headcount,"3,709","3,673","3,802","3,826","3,795","3,877","4,010","4,100","4,308","4,514"
Warren,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Warren,In-State,North Carolina,Fall,Student Headcount,9,6,9,11,14,20,17,20,20,19
Washington,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Washington,In-State,North Carolina,Fall,Student Headcount,8,5,2,2,4,7,8,9,10,7
Watauga,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.30%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%
Watauga,In-State,North Carolina,Fall,Student Headcount,84,75,69,84,78,80,79,90,88,82
Wayne,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.50%,0.50%,0.40%,0.50%,0.60%,0.60%,0.50%,0.50%
Wayne,In-State,North Carolina,Fall,Student Headcount,130,121,109,98,94,106,129,130,115,111
Wilkes,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.30%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Wilkes,In-State,North Carolina,Fall,Student Headcount,50,50,48,54,51,46,47,52,46,42
Wilson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%
Wilson,In-State,North Carolina,Fall,Student Headcount,84,77,81,84,86,95,85,90,86,87
Yadkin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.20%,0.10%,0.10%,0.10%,0.10%,0.10%
Yadkin,In-State,North Carolina,Fall,Student Headcount,21,27,30,31,34,32,24,21,22,30
Yancey,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%,0.00%,0.00%,0.10%,0.10%
Yancey,In-State,North Carolina,Fall,Student Headcount,14,16,15,11,12,10,10,11,13,13
Unknown NC,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,,0.20%,0.10%,,0.00%,0.00%
Unknown NC,In-State,North Carolina,Fall,Student Headcount,,,,,,43,21,,1,1
