County,Residency,State,Term Type,,Fall 2012,Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017,Fall 2018,Fall 2019,Fall 2020,Fall 2021
Moore,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.80%,0.80%,0.80%,0.80%,0.80%,0.80%,0.90%,0.90%,1.10%
Moore,In-State,North Carolina,Fall,Student Headcount,99,97,103,98,105,119,123,132,149,169
Nash,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.70%,0.80%,0.90%,0.80%,0.70%,0.70%,0.70%,0.70%,0.70%
Nash,In-State,North Carolina,Fall,Student Headcount,77,80,104,115,105,104,100,103,111,113
New Hanover,In-State,North Carolina,Fall,% of Total Student Headcount along County,21.60%,20.60%,19.50%,19.10%,18.50%,18.00%,17.30%,16.90%,15.70%,14.80%
New Hanover,In-State,North Carolina,Fall,Student Headcount,"2,526","2,454","2,431","2,479","2,545","2,617","2,547","2,622","2,523","2,363"
Northampton,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%
Northampton,In-State,North Carolina,Fall,Student Headcount,1,1,6,4,4,3,5,8,10,9
Onslow,In-State,North Carolina,Fall,% of Total Student Headcount along County,6.50%,6.30%,6.30%,6.10%,6.30%,6.10%,5.70%,5.80%,5.50%,4.90%
Onslow,In-State,North Carolina,Fall,Student Headcount,763,750,788,794,867,886,834,904,884,779
Orange,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.00%,1.80%,1.70%,1.60%,1.30%,1.30%,1.30%,1.30%,1.30%,1.40%
Orange,In-State,North Carolina,Fall,Student Headcount,238,217,214,206,182,193,195,198,203,225
Pamlico,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Pamlico,In-State,North Carolina,Fall,Student Headcount,12,11,14,14,13,10,16,17,16,12
Pasquotank,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Pasquotank,In-State,North Carolina,Fall,Student Headcount,28,28,26,21,19,19,21,14,14,14
Pender,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.80%,2.40%,2.40%,2.50%,2.30%,2.60%,2.60%,2.60%,2.60%,2.40%
Pender,In-State,North Carolina,Fall,Student Headcount,328,289,298,331,320,382,378,402,418,389
Perquimans,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%,0.00%,0.00%,0.00%
Perquimans,In-State,North Carolina,Fall,Student Headcount,2,8,7,11,12,10,7,6,5,7
Person,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.30%,0.30%,0.30%,0.30%,0.40%,0.30%,0.30%,0.30%
Person,In-State,North Carolina,Fall,Student Headcount,26,27,34,38,48,46,53,52,49,52
Pitt,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.10%,1.30%,1.40%,1.20%,1.20%,1.30%,1.30%,1.10%,1.10%,1.30%
Pitt,In-State,North Carolina,Fall,Student Headcount,133,152,169,154,171,188,185,168,183,205
Polk,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.10%,0.10%,0.10%,0.10%,0.00%,0.00%,0.10%
Polk,In-State,North Carolina,Fall,Student Headcount,20,21,26,19,12,15,8,6,8,15
Randolph,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.60%,0.60%,0.60%,0.70%,0.80%,0.80%,0.80%,0.90%
Randolph,In-State,North Carolina,Fall,Student Headcount,55,60,75,82,77,100,111,117,135,146
Richmond,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.20%,0.40%,0.40%,0.30%,0.30%,0.20%
Richmond,In-State,North Carolina,Fall,Student Headcount,32,34,40,36,34,51,57,54,54,39
Robeson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.60%,0.60%,0.60%,0.50%,0.40%,0.50%,0.50%,0.50%
Robeson,In-State,North Carolina,Fall,Student Headcount,58,65,72,76,77,69,62,76,78,86
Rockingham,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.50%,0.50%,0.40%,0.40%,0.50%,0.60%,0.50%,0.40%,0.50%
Rockingham,In-State,North Carolina,Fall,Student Headcount,49,56,63,56,56,69,82,78,71,79
Rowan,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.50%,0.50%,0.60%,0.70%,0.80%,0.80%,0.90%,0.80%,0.90%
Rowan,In-State,North Carolina,Fall,Student Headcount,68,62,68,77,101,116,124,135,135,150
Rutherford,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.30%,0.30%
Rutherford,In-State,North Carolina,Fall,Student Headcount,23,23,31,25,24,25,31,31,42,42
Sampson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.90%,0.80%,0.90%,1.00%,0.80%,0.80%,0.90%,0.90%,0.90%
Sampson,In-State,North Carolina,Fall,Student Headcount,84,107,103,120,135,122,124,138,145,145
Scotland,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.20%,0.20%,0.20%,0.20%,0.20%,0.10%,0.10%,0.10%,0.10%
Scotland,In-State,North Carolina,Fall,Student Headcount,13,20,20,22,22,24,17,13,16,13
Stanly,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.30%,0.30%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%
Stanly,In-State,North Carolina,Fall,Student Headcount,44,36,43,51,50,57,65,64,62,67
Stokes,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.30%,0.30%,0.30%,0.20%,0.20%
Stokes,In-State,North Carolina,Fall,Student Headcount,19,27,27,32,30,37,48,44,40,32
Surry,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.30%,0.30%,0.30%,0.30%,0.40%,0.40%,0.40%
Surry,In-State,North Carolina,Fall,Student Headcount,28,29,30,33,35,49,49,56,65,64
Swain,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,,,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%
Swain,In-State,North Carolina,Fall,Student Headcount,1,,,1,2,5,7,8,7,7
Transylvania,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.10%,0.00%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Transylvania,In-State,North Carolina,Fall,Student Headcount,5,9,6,8,12,12,11,21,14,12
Tyrrell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Tyrrell,In-State,North Carolina,Fall,Student Headcount,2,3,3,4,4,3,4,2,1,1
Union,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.70%,3.00%,2.80%,2.80%,2.90%,2.90%,3.20%,3.20%,3.20%,3.30%
Union,In-State,North Carolina,Fall,Student Headcount,311,355,355,365,395,427,470,493,508,525
Vance,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.30%,0.30%,0.20%,0.20%,0.20%,0.20%
Vance,In-State,North Carolina,Fall,Student Headcount,23,20,20,27,35,41,32,27,35,32
Wake,In-State,North Carolina,Fall,% of Total Student Headcount along County,13.10%,13.30%,14.20%,14.50%,14.50%,13.90%,13.90%,14.40%,15.00%,15.20%
Wake,In-State,North Carolina,Fall,Student Headcount,"1,535","1,586","1,771","1,884","1,994","2,015","2,042","2,232","2,406","2,422"
Warren,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,,0.00%,0.10%,0.00%,0.00%,0.10%,0.10%
Warren,In-State,North Carolina,Fall,Student Headcount,5,4,2,,3,8,5,7,9,12
Washington,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Washington,In-State,North Carolina,Fall,Student Headcount,4,5,4,2,5,5,5,5,5,4
Watauga,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.30%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Watauga,In-State,North Carolina,Fall,Student Headcount,29,30,29,29,27,35,34,37,33,34
Wayne,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.90%,1.10%,1.10%,1.10%,1.10%,1.00%,1.00%,0.80%,0.90%,0.90%
Wayne,In-State,North Carolina,Fall,Student Headcount,108,126,140,142,147,152,142,130,138,149
Wilkes,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.30%,0.30%,0.30%,0.20%,0.30%,0.40%,0.40%,0.40%,0.40%
Wilkes,In-State,North Carolina,Fall,Student Headcount,23,35,36,34,29,46,63,62,59,56
Wilson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.50%,0.60%,0.60%,0.70%,0.60%,0.60%,0.60%,0.50%
Wilson,In-State,North Carolina,Fall,Student Headcount,59,58,65,78,80,97,93,98,95,79
Yadkin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.20%,0.20%,0.10%,0.20%,0.20%,0.20%
Yadkin,In-State,North Carolina,Fall,Student Headcount,8,15,18,18,21,26,21,27,29,26
Yancey,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%
Yancey,In-State,North Carolina,Fall,Student Headcount,4,4,4,4,1,2,6,11,10,14
Unknown NC,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,0.60%,0.20%,0.30%,0.20%,0.20%,0.20%
Unknown NC,In-State,North Carolina,Fall,Student Headcount,,,,,80,28,47,31,36,32
