County,Residency,State,Term Type,,Fall 2012,Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017,Fall 2018,Fall 2019,Fall 2020,Fall 2021
Northampton,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.20%,0.20%,0.10%,0.10%,0.10%
Northampton,In-State,North Carolina,Fall,Student Headcount,11,16,20,20,23,29,30,24,23,14
Onslow,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.60%
Onslow,In-State,North Carolina,Fall,Student Headcount,66,65,83,84,96,90,87,90,86,105
Orange,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.30%,2.10%,2.10%,2.10%,2.20%,2.20%,2.20%,2.20%,2.20%,2.20%
Orange,In-State,North Carolina,Fall,Student Headcount,389,349,351,370,386,408,402,403,403,386
Pamlico,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Pamlico,In-State,North Carolina,Fall,Student Headcount,4,3,4,7,7,7,6,3,3,3
Pasquotank,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Pasquotank,In-State,North Carolina,Fall,Student Headcount,17,17,17,17,14,16,15,16,19,21
Pender,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Pender,In-State,North Carolina,Fall,Student Headcount,22,19,23,31,33,37,37,40,34,28
Perquimans,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Perquimans,In-State,North Carolina,Fall,Student Headcount,4,3,5,4,4,4,2,1,1,2
Person,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.60%,0.60%,0.50%,0.40%,0.50%,0.50%,0.50%,0.50%,0.40%
Person,In-State,North Carolina,Fall,Student Headcount,87,91,96,85,78,86,92,98,86,75
Pitt,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.60%,0.50%,0.50%,0.70%,0.70%,0.70%,0.80%,0.70%
Pitt,In-State,North Carolina,Fall,Student Headcount,100,96,105,87,94,123,125,131,140,117
Polk,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%
Polk,In-State,North Carolina,Fall,Student Headcount,2,2,1,3,3,5,8,9,11,11
Randolph,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.30%,3.30%,2.90%,3.00%,3.10%,3.10%,3.40%,3.70%,3.70%,3.50%
Randolph,In-State,North Carolina,Fall,Student Headcount,552,541,489,533,563,575,635,689,669,614
Richmond,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.20%,0.20%,0.30%,0.30%,0.40%,0.30%,0.20%,0.20%,0.10%
Richmond,In-State,North Carolina,Fall,Student Headcount,43,39,34,50,55,66,57,43,36,16
Robeson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.30%,0.30%,0.30%,0.30%,0.20%,0.20%,0.20%,0.20%,0.20%
Robeson,In-State,North Carolina,Fall,Student Headcount,41,47,58,45,49,44,43,43,41,37
Rockingham,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.10%,2.10%,2.10%,2.20%,2.40%,2.00%,1.90%,1.90%,1.90%,2.00%
Rockingham,In-State,North Carolina,Fall,Student Headcount,356,343,347,387,422,370,351,352,350,344
Rowan,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.80%,0.80%,0.90%,0.80%,0.70%,0.90%,0.90%,0.90%,0.80%
Rowan,In-State,North Carolina,Fall,Student Headcount,122,125,141,153,149,137,171,171,156,146
Rutherford,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.20%,0.20%,0.80%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Rutherford,In-State,North Carolina,Fall,Student Headcount,42,33,37,137,25,21,23,21,19,20
Sampson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.20%,0.10%,0.10%,0.10%
Sampson,In-State,North Carolina,Fall,Student Headcount,16,18,24,22,26,23,29,25,22,25
Scotland,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Scotland,In-State,North Carolina,Fall,Student Headcount,26,26,30,28,39,39,38,41,36,28
Stanly,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.30%,0.20%,0.30%,0.30%,0.30%,0.30%
Stanly,In-State,North Carolina,Fall,Student Headcount,57,52,46,49,58,45,51,50,53,59
Stokes,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.60%,0.70%,0.70%,0.70%,0.70%,0.60%,0.60%,0.70%,0.70%
Stokes,In-State,North Carolina,Fall,Student Headcount,110,100,126,125,131,119,113,118,121,114
Surry,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.60%,0.60%,0.60%,0.50%,0.60%,0.60%,0.60%,0.60%
Surry,In-State,North Carolina,Fall,Student Headcount,90,87,98,107,101,86,111,112,116,105
Swain,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Swain,In-State,North Carolina,Fall,Student Headcount,2,5,6,8,8,7,6,4,4,2
Transylvania,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%,0.10%,0.10%
Transylvania,In-State,North Carolina,Fall,Student Headcount,14,13,19,21,21,14,14,9,14,20
Tyrrell,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,0.00%,,,,,,0.00%,0.00%
Tyrrell,In-State,North Carolina,Fall,Student Headcount,,,1,,,,,,1,1
Union,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.90%,0.80%,0.90%,0.90%,0.90%,1.00%,1.10%,1.10%,1.10%,1.20%
Union,In-State,North Carolina,Fall,Student Headcount,149,132,148,156,168,191,197,202,208,216
Vance,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.30%,0.30%,0.30%,0.40%,0.30%,0.30%,0.30%
Vance,In-State,North Carolina,Fall,Student Headcount,66,68,61,51,56,56,67,62,58,59
Wake,In-State,North Carolina,Fall,% of Total Student Headcount along County,8.50%,8.70%,9.20%,8.70%,9.70%,9.70%,10.10%,10.60%,10.80%,11.00%
Wake,In-State,North Carolina,Fall,Student Headcount,"1,417","1,421","1,552","1,535","1,733","1,773","1,883","1,977","1,976","1,922"
Warren,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.30%,0.40%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Warren,In-State,North Carolina,Fall,Student Headcount,28,26,43,63,18,15,20,23,26,22
Washington,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%,0.10%,0.00%,0.10%
Washington,In-State,North Carolina,Fall,Student Headcount,4,5,6,5,11,12,10,10,8,12
Watauga,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.10%,0.10%,0.20%,0.20%,0.20%,0.10%,0.10%,0.20%
Watauga,In-State,North Carolina,Fall,Student Headcount,32,27,25,26,37,44,33,26,26,29
Wayne,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.30%,0.30%,0.30%,0.30%,0.40%,0.30%,0.40%
Wayne,In-State,North Carolina,Fall,Student Headcount,66,58,70,61,60,53,50,66,55,63
Wilkes,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.30%,0.30%,0.30%,0.30%,0.30%,0.20%,0.30%,0.30%,0.30%
Wilkes,In-State,North Carolina,Fall,Student Headcount,65,49,48,45,54,47,46,47,47,49
Wilson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.30%,0.30%,0.30%,0.40%,0.40%,0.40%,0.40%,0.40%
Wilson,In-State,North Carolina,Fall,Student Headcount,38,35,47,51,62,70,66,72,75,78
Yadkin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.50%,0.50%,0.40%,0.30%,0.30%,0.30%,0.30%,0.30%
Yadkin,In-State,North Carolina,Fall,Student Headcount,62,73,78,83,75,63,62,59,56,58
Yancey,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Yancey,In-State,North Carolina,Fall,Student Headcount,6,5,6,7,5,5,4,1,4,5
Unknown NC,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,0.90%,1.10%,1.50%,0.40%,0.30%,0.30%
Unknown NC,In-State,North Carolina,Fall,Student Headcount,,,,,154,207,280,72,54,58
